SIREN principal,Id,Raison sociale,Date de publication,Année de reporting,Siret
357200054,93c4254e-b1cd-11ed-8fce-005056b7acd1,ROQUETTE FRERES,12/01/2023,2021,"Les r&eacute;sultats du bilan de gaz &agrave; effet de serre (BEGES) sont la somme des BEGES r&eacute;alis&eacute;s sur les 6 sites du groupe ROQUETTE FRERES pr&eacute;sents en France &agrave; savoir :

- ROQUETTE FRERES Site de LESTREM, SIRET : 357 200 054 00017

- ROQUETTE FRERES Site de BEINHEIM, SIRET :&nbsp;357 200 054 00066

- ROQUETTE FRERES Site de VECQUEMONT, SIRET :&nbsp;357 200 054 00074

-&nbsp;ROQUETTE FRERES Site de VIC, SIRET :&nbsp;347 704 660 00039

- ROQUETTE FRERES Site de SETHNESS MERVILLE, SIRET :&nbsp;451 886 766 00018

- ROQUETTE FRERES Site de LA MADELEINE, SIRET :&nbsp;357 200 054 00157
"
357200054,93a51c4b-b1cd-11ed-8fce-005056b7acd1,ROQUETTE FRERES,16/07/2020,2018,
353669419,93b199d6-b1cd-11ed-8fce-005056b7acd1,DISTRICO,18/12/2020,2019,"165 sites associ&eacute;s magasin de proximit&eacute;, grand public et moyenne surface, parfois avec pr&eacute;sence d&#39;un petit silo de stockage de c&eacute;r&eacute;ales

Deux plateformes logistiques
"
353669419,9379c39c-b1cd-11ed-8fce-005056b7acd1,DISTRICO,09/08/2016,2015,
353513450,93bff057-b1cd-11ed-8fce-005056b7acd1,DERET LOGISTIQUE,25/07/2022,2020,
353513450,938945d2-b1cd-11ed-8fce-005056b7acd1,DERET LOGISTIQUE,27/11/2017,2016,
353150261,9398ee47-b1cd-11ed-8fce-005056b7acd1,MODIS FRANCE,12/12/2019,2018,
353150261,47be2816-0899-4853-98c1-a3088bac8641,MODIS FRANCE,17/08/2023,2022,Il s&#039;agit ici d&#039;un Bilan GES consolidé entre plusieurs entités juriques qui forment la marque AKKODIS : MODIS France SIREN : 335150261AKKA comprenant 6 entités juridiques:Aéroconseil420 714 792AIS612 034 801AKKA high tech441 403 193AKKA I&amp;S318 732 880AKKA INGENIERIE PRODUIT308 884 998EKKIS France389 816 455         
352948434,93a70e65-b1cd-11ed-8fce-005056b7acd1,ARAYMOND FRANCE,07/10/2020,2018,
352948434,93798de7-b1cd-11ed-8fce-005056b7acd1,ARAYMOND FRANCE,18/04/2017,2013,"352 948 434 00019
"
352774079,93b20dec-b1cd-11ed-8fce-005056b7acd1,ENERIA,20/01/2021,2019,
352774079,937fa697-b1cd-11ed-8fce-005056b7acd1,ENERIA,21/12/2016,2015,
352383715,93b5113d-b1cd-11ed-8fce-005056b7acd1,AIRBUS HELICOPTERS,07/06/2021,2020,
352383715,938e9c53-b1cd-11ed-8fce-005056b7acd1,AIRBUS HELICOPTERS,21/12/2018,2017,
352335962,9384bef7-b1cd-11ed-8fce-005056b7acd1,PRODWARE,25/04/2017,2016,
352335962,9384bdd9-b1cd-11ed-8fce-005056b7acd1,PRODWARE,25/04/2017,2011,
352268973,939a668d-b1cd-11ed-8fce-005056b7acd1,EXPLEO REGIONS,26/12/2019,2018,"
	
		
			
			SIRET
			
		
		
			
			35226897300067
			
		
		
			
			35226897300083
			
		
		
			
			35226897300133
			
		
		
			
			35226897300059
			
		
		
			
			35226897300117
			
		
		
			
			35226897300166
			
		
		
			
			35226897300125
			
		
		
			
			35226897300141
			
		
		
			
			
			35226897300091

			&nbsp;
			
		
	


&nbsp;
"
352268973,937fd2f0-b1cd-11ed-8fce-005056b7acd1,EXPLEO REGIONS,23/12/2016,2015,
352176721,93b505a6-b1cd-11ed-8fce-005056b7acd1,ONET TECHNOLOGIES CN,11/07/2021,2019,"
	
		
			D&eacute;nomination
			ONET TECHNOLOGIES CN
		
		
			Nom commercial
			ONET TECHNOLOGIES
		
		
			SIREN
			352&nbsp;176&nbsp;721
		
		
			SIRET
			352&nbsp;176&nbsp;721 00012
		
		
			Code NAF
			7112B Ing&eacute;nierie, &eacute;tudes techniques
		
		
			Forme juridique
			Soci&eacute;t&eacute; par actions simplifi&eacute;e (SAS)
		
		
			Date de cr&eacute;ation de l&#39;entreprise
			24/10/1989
		
	



	
		
			Capital social
			12&nbsp;195&nbsp;920 EUROS
		
		
			Tranche d&#39;effectif de l&#39;entreprise
			500 &agrave; 999 salari&eacute;s
		
		
			Dernier chiffre d&#39;affaires connu
			113&nbsp;570&nbsp;810 &euro;&nbsp;(2019)&nbsp;
		
		
			Type d&#39;&eacute;tablissement
			Si&egrave;ge
		
		
			Date de cr&eacute;ation de l&#39;&eacute;tablissement
			24/10/1989
		
	

"
352176721,9381d60b-b1cd-11ed-8fce-005056b7acd1,ONET TECHNOLOGIES CN,30/03/2017,2016,
352050512,93a84bdc-b1cd-11ed-8fce-005056b7acd1,SAFRAN NACELLES,14/10/2020,2019,
352050512,93859326-b1cd-11ed-8fce-005056b7acd1,SAFRAN NACELLES,10/11/2017,2014,
351630371,93b1b8a8-b1cd-11ed-8fce-005056b7acd1,FEDEX CORP,28/12/2020,2019,
351630371,937e9717-b1cd-11ed-8fce-005056b7acd1,FEDEX CORP,12/12/2016,2015,
350992707,e07f4c9c-80eb-436c-98f1-c04c06dc274f,Scalian SASU,20/07/2023,2023,
350992707,939f542f-b1cd-11ed-8fce-005056b7acd1,Scalian,16/01/2020,2018,
349638395,9392fe7a-b1cd-11ed-8fce-005056b7acd1,AIR CORSICA,10/07/2019,2019,
349638395,9384e94b-b1cd-11ed-8fce-005056b7acd1,AIR CORSICA,18/05/2017,2015,
348607417,9394563f-b1cd-11ed-8fce-005056b7acd1,ALTEN,04/10/2019,2018,
348607417,93868ccc-b1cd-11ed-8fce-005056b7acd1,ALTEN,27/07/2017,2016,
344844998,9392cb9a-b1cd-11ed-8fce-005056b7acd1,AKWEL SA,10/12/2019,2018,
344844998,93743504-b1cd-11ed-8fce-005056b7acd1,AKWEL SA,08/03/2016,2014,
344496252,93b91b44-b1cd-11ed-8fce-005056b7acd1,AMADEUS,25/10/2022,2019,
344496252,938b09d2-b1cd-11ed-8fce-005056b7acd1,AMADEUS,21/08/2018,2016,
344347232,93a57527-b1cd-11ed-8fce-005056b7acd1,ORIL INDUSTRIE,28/07/2020,2020,"- Site de Bolbec : 34434723200029

- Site de Baclair : 34434723200037
"
344347232,9384ee15-b1cd-11ed-8fce-005056b7acd1,ORIL INDUSTRIE,18/05/2017,2016,
344077672,9397ac3d-b1cd-11ed-8fce-005056b7acd1,PAS DE CALAIS HABITAT,27/11/2019,2018,"344077672
"
344077672,9380d053-b1cd-11ed-8fce-005056b7acd1,PAS DE CALAIS HABITAT,12/01/2017,2015,
343979092,93a6353a-b1cd-11ed-8fce-005056b7acd1,BASF AGRI PRODUCTION SAS,17/09/2020,2018,
343979092,9374364b-b1cd-11ed-8fce-005056b7acd1,BASF AGRI PRODUCTION SAS,04/03/2016,2013,
343958138,93c6ea07-b1cd-11ed-8fce-005056b7acd1,JM. BRUNEAU,24/02/2023,2019,
343958138,9373f4bc-b1cd-11ed-8fce-005056b7acd1,JM. BRUNEAU,05/02/2016,2014,
343234142,93928c4b-b1cd-11ed-8fce-005056b7acd1,INITIAL,03/06/2019,2017,
343234142,5bd353cb-ba23-49d3-b5bb-3176bd5438e8,INITIAL,23/03/2023,2022,
342404399,93c5913c-b1cd-11ed-8fce-005056b7acd1,T D F,21/12/2022,2021,
342404399,939bea4e-b1cd-11ed-8fce-005056b7acd1,T D F,20/12/2019,2018,
342048055,93bcf6d9-b1cd-11ed-8fce-005056b7acd1,SAS SCO,13/07/2023,2020,
342048055,9390b460-b1cd-11ed-8fce-005056b7acd1,SAS SCO,05/04/2019,2018,
341975449,93b83462-b1cd-11ed-8fce-005056b7acd1,HERVE SAULNIER CONSEIL,27/09/2021,2020,
341975449,93b83189-b1cd-11ed-8fce-005056b7acd1,HERVE SAULNIER CONSEIL,27/09/2021,2019,
341459386,939989fb-b1cd-11ed-8fce-005056b7acd1,STMicroelectronics,30/12/2019,2018,"Entit&eacute; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Crolles 200&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Crolles 300

Raison sociale&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; STMicroelectronics SA&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; STMicroelectronics SAS (Crolles 2)

Code NAF&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2611Z&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2611Z

Num&eacute;ro SIREN&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 341 459 386&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 399 395 581

Adresse&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 850, rue Jean Monnet 38926 Crolles Cedex

Nombre de salari&eacute;s&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4 138 (effectif au 31/12/2018)
"
341459386,9371f08d-b1cd-11ed-8fce-005056b7acd1,STMicroelectronics,06/07/2016,2014,"Entit&eacute; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Crolles 200&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Crolles 300

Raison sociale&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; STMicroelectronics SA&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; STMicroelectronics SAS (Crolles 2)

Code NAF&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2611Z&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2611Z

Num&eacute;ro SIREN&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 341 459 386&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 399 395 581

Adresse&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 850, rue Jean Monnet 38926 Crolles Cedex

Nombre de salari&eacute;s&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3&nbsp;943 (effectif au 31/12/2014)
"
341434108,93c1da5e-b1cd-11ed-8fce-005056b7acd1,PRO A PRO DISTRIBUTION NORD,29/09/2022,2020,"
	
		
			
			Sites du p&eacute;rim&egrave;tre de l&#39;&eacute;tude
			
			
			SIRET
			
		
		
			
			Chalette sur Loing
			
			
			34143410800054
			
		
		
			
			Dole
			
			
			34143410800062
			
		
		
			
			Somain
			
			
			34143410800112
			
		
		
			
			Rungis
			
			
			34143410800120
			
		
		
			
			Illkirch
			
			
			34143410800161
			
		
		
			
			Longueil
			
			
			34143410800179
			
		
	

"
341434108,93859083-b1cd-11ed-8fce-005056b7acd1,PRO A PRO DISTRIBUTION NORD,22/08/2017,2016,"
	
		
			Sites du p&eacute;rim&egrave;tre de l&#39;&eacute;tude
			SIRET
		
		
			Chalette S/Loing
			34143410800054
		
		
			Dole
			34143410800062
		
		
			Somain
			34143410800112
		
		
			Rungis
			34143410800120
		
		
			Illkirch
			34143410800161
		
		
			Longueil
			34143410800179
		
		
			Vatimont
			34143410800153
		
	

"
341152395,93a67c70-b1cd-11ed-8fce-005056b7acd1,CHALLANCIN PREVENTION ET SECURITE,30/09/2020,2019,"Les activit&eacute;s de propret&eacute; et de multiservices du Groupe Challancin ont &eacute;t&eacute; cumul&eacute;s aux activit&eacute;s de s&eacute;curit&eacute; dans ce Tableau de d&eacute;claration.

Voir ci-dessous chaque SIREN et code APE des activit&eacute;es du Groupe :

SIREN : 572053833 - APE : 8121Z&nbsp;&nbsp; (Nettoyage courant des b&acirc;timents)

SIREN : 341152395 - APE : 8010Z (Activit&eacute;s de s&eacute;curir&eacute; priv&eacute;)

SIREN : 798300943 - APE : 8010Z (Activit&eacute;s de s&eacute;curit&eacute; priv&eacute;e)

SIREN : 423681774 - APE : 8299Z (Autres activit&eacute;s de soutien aux entreprises n.c.a)

&nbsp;
"
341152395,9389049b-b1cd-11ed-8fce-005056b7acd1,CHALLANCIN PREVENTION ET SECURITE,27/10/2017,2016,
341095735,93a2eea2-b1cd-11ed-8fce-005056b7acd1,RICOH INDUSTRIE FRANCE,26/06/2020,2019,
341095735,93793e5b-b1cd-11ed-8fce-005056b7acd1,RICOH INDUSTRIE FRANCE,27/06/2016,2015,
339993164,93b2929f-b1cd-11ed-8fce-005056b7acd1,START PEOPLE,03/03/2021,2019,
339993164,938cdcfc-b1cd-11ed-8fce-005056b7acd1,START PEOPLE,14/02/2019,2017,
339946469,939ce4d8-b1cd-11ed-8fce-005056b7acd1,NEXTER MUNITIONS,23/12/2019,2018,
339946469,937a6f30-b1cd-11ed-8fce-005056b7acd1,NEXTER MUNITIONS,16/08/2016,2014,
339812059,93b3f411-b1cd-11ed-8fce-005056b7acd1,CLERMONT FERRAND DISTRIBUTION,13/03/2021,2018,
339812059,9371e55b-b1cd-11ed-8fce-005056b7acd1,CLERMONT FERRAND DISTRIBUTION,26/12/2015,2014,"339&nbsp;812&nbsp;059 00014
"
339809527,93b5865b-b1cd-11ed-8fce-005056b7acd1,ARDECHE APPLICATIONS TECHNIQUES D,24/01/2022,2020,
339809527,937c273d-b1cd-11ed-8fce-005056b7acd1,ARDECHE APPLICATIONS TECHNIQUES D,21/10/2016,2015,
339755969,93c49a83-b1cd-11ed-8fce-005056b7acd1,COULIDOOR,14/12/2022,2021,
339755969,93b27a89-b1cd-11ed-8fce-005056b7acd1,COULIDOOR,26/02/2021,2019,
339379984,939cedc7-b1cd-11ed-8fce-005056b7acd1,SAUR SAS,23/12/2019,2017,
339379984,9379dae0-b1cd-11ed-8fce-005056b7acd1,SAUR SAS,12/08/2016,2012,
339105553,93a8ae66-b1cd-11ed-8fce-005056b7acd1,SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE,27/11/2020,2019,
339105553,9374834c-b1cd-11ed-8fce-005056b7acd1,SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE,09/05/2016,2014,"SIRET des entit&eacute;s SGDBF ayant r&eacute;alis&eacute; leur deuxi&egrave;me Bilan Carbone :


	BMCE (Point.P Centre) &rarr; 390 398 055 00157
	BMRA (Point.P Rh&ocirc;ne-Alpes) &rarr; 056 503 097 00018
	BMSO (Point.P Sud-Ouest) &rarr; 778 115 824 01699
	CIBOMAT (Point.P Est) &rarr; 756 800 322 00130
	COMASUD (Point.P PACA) &rarr; 057 802 753 00954
	DOCKS DE L&#39;OISE (Point.P Nord) &rarr; 552 002 917 00532
	DMBP &rarr; 508 102 159 00029
	DMO (Point.P Bretagne) &rarr; 302 364 211 00276
	DMTP (Point.P Travaux Publics) &rarr; 500 168 463 00031
	DSC (BROSSETTE &amp; CEDEO) &rarr; 572 141 885 02180
	LA PLATEFORME DU B&Acirc;TIMENT &rarr;&nbsp;403 104 250 00333
	MBM (Point.P Languedoc Midi-Pyr&eacute;n&eacute;es) &rarr; 562 920 470 01413
	POINT.P SA (Point.P &Icirc;le-de-France) &rarr; 695 680 108 01193
	PUM PLASTIQUES &rarr; 320 441 108 01545
	SONEN (P.P Normandie) &rarr; 310 818 000 00021
	TROUILLARD (Point.P Pays-de-Loire) &rarr; 855 802 369 00816.

"
338481955,93a8516e-b1cd-11ed-8fce-005056b7acd1,SAFRAN HELICOPTER ENGINES,16/10/2020,2019,
338481955,9382aa90-b1cd-11ed-8fce-005056b7acd1,SAFRAN HELICOPTER ENGINES,13/02/2017,2014,
337280226,93955d5b-b1cd-11ed-8fce-005056b7acd1,Boehringer Ingelheim France,17/12/2019,2018,
337280226,9379bb4d-b1cd-11ed-8fce-005056b7acd1,Boehringer Ingelheim France,09/08/2016,2015,
335186094,93bf123c-b1cd-11ed-8fce-005056b7acd1,Ubisoft Entertainment,21/06/2022,2021,
335186094,93b47338-b1cd-11ed-8fce-005056b7acd1,Ubisoft Entertainment,22/06/2021,2020,
334204971,939410b6-b1cd-11ed-8fce-005056b7acd1,BOUYGUES CONSTRUCTION MATERIEL,14/11/2019,2018,
334204971,93712731-b1cd-11ed-8fce-005056b7acd1,BOUYGUES CONSTRUCTION MATERIEL,21/12/2015,2014,"BOUYGUES CONSTRUCTION MATERIEL dispose de 4 bases techniques :

- Base Technique de Chilly Mazarin&nbsp;- SIRET : 334204971000058

- Base Technique de&nbsp;Tourville la Rivi&egrave;re - SIRET : &nbsp;334204971000017

- Base Technique de Fontenoy sur Moselle - SIRET : 334204971000025

- Base Technique de Saint Cannat&nbsp;- SIRET : 334204971000033
"
333583466,939d0265-b1cd-11ed-8fce-005056b7acd1,KUEHNE+NAGEL,30/12/2019,2018,
333583466,9379d32f-b1cd-11ed-8fce-005056b7acd1,KUEHNE+NAGEL,12/08/2016,2014,
333286714,939aac2f-b1cd-11ed-8fce-005056b7acd1,FRANCE MANCHE,20/12/2019,2018,"Les SIRET associ&eacute;s &agrave; la personne morale sont :

Etablissement principal &agrave; Paris : 333 286 714 00097

Etablissement secondaire &agrave; Coquelles : 333 286 714 00063
"
333286714,937620c7-b1cd-11ed-8fce-005056b7acd1,FRANCE MANCHE,17/10/2016,2014,"Les SIRET associ&eacute;s &agrave; la personne morale sont :

Etablissement principal &agrave; Paris : 333 286 714 00097

Etablissement secondaire &agrave; Coquelles : 333 286 714 00063
"
332822485,93b84509-b1cd-11ed-8fce-005056b7acd1,HAULOTTE GROUP,02/12/2021,2020,"
	
		
			
			SIEGE SOCIAL
			
			
			&nbsp;
			
		
		
			&nbsp;
			
			Adresse : Rue Emile Zola

			42420 Lorette
			
			
			&nbsp;
			
		
		
			&nbsp;
			
			SIRET : 332 822 485 00014
			
			
			&nbsp;
			
		
		
			&nbsp;
			&nbsp;
			&nbsp;
			&nbsp;
		
		
			
			USINE
			
			
			USINE
			
			
			USINE
			
			
			STOCKAGE
			
		
		
			
			Adresse

			La P&eacute;ronni&egrave;re

			BP9 - 42152 L&#39;HORME
			
			
			Adresse

			ZA Harfleur

			BP27 - 71201 LE CREUSOT
			
			
			Adresse : 108 rue de Courcelles

			51100 REIMS
			
			
			Adresse : Quartier Serve Bourdon

			42420 LORETTE
			
		
		
			
			SIRET

			33282248500014
			
			
			SIRET

			33282248500048
			
			
			SIRET

			33282248500030
			
			
			SIRET

			33283348500055
			
		
		
			
			Effectif

			268 personnes
			
			
			Effectif

			158 personnes
			
			
			Effectif

			82 personnes
			
			
			Effectif

			102 personnes
			
		
	

"
332822485,93871797-b1cd-11ed-8fce-005056b7acd1,HAULOTTE GROUP,20/12/2017,2016,"
	
		
			&nbsp;
			
			SIEGE SOCIAL
			
			
			&nbsp;
			
		
		
			&nbsp;
			
			Adresse : La P&eacute;ronni&egrave;re

			BP9 - 42152 L&#39;HORME
			
			
			&nbsp;
			
		
		
			&nbsp;
			
			SIRET : 332 822 485 00014
			
			
			&nbsp;
			
		
		
			&nbsp;
			&nbsp;
			&nbsp;
			&nbsp;
		
		
			
			USINE
			
			
			USINE
			
			
			USINE
			
			
			STOCKAGE
			
		
		
			
			Adresse

			La P&eacute;ronni&egrave;re

			BP9 - 42152 L&#39;HORME
			
			
			Adresse

			ZA Harfleur

			BP27 - 71201 LE CREUSOT
			
			
			Adresse : 108 rue de Courcelles

			51100 REIMS
			
			
			Adresse : Quartier Serve Bourdon

			42420 LORETTE
			
		
		
			
			SIRET

			33282248500014
			
			
			SIRET

			33282248500048
			
			
			SIRET

			33282248500030
			
			
			SIRET

			33283348500055
			
		
		
			
			Effectif

			268 personnes
			
			
			Effectif

			158 personnes
			
			
			Effectif

			82 personnes
			
			
			Effectif

			102 personnes
			
		
	


&nbsp;
"
332564954,93a86cc6-b1cd-11ed-8fce-005056b7acd1,MABEO INDUSTRIES,21/10/2020,2018,
332564954,937ac93d-b1cd-11ed-8fce-005056b7acd1,MABEO INDUSTRIES,06/09/2016,2014,
332323047,93c2cd34-b1cd-11ed-8fce-005056b7acd1,RESTORIA,25/10/2022,2021,
332323047,938a1fe2-b1cd-11ed-8fce-005056b7acd1,RESTORIA,26/12/2017,2016,
331648014,9395a6db-b1cd-11ed-8fce-005056b7acd1,MEDIAPOST,29/10/2019,2018,"331 648 014 04117
"
331648014,938e4a0b-b1cd-11ed-8fce-005056b7acd1,MEDIAPOST,05/12/2018,2014,"Les num&eacute;ros de SIRET associ&eacute;es &agrave; la personne morale MEDIAPOST SAS (SIREN : 331 648 014) :


	Si&egrave;ge social de Lyon, SIRET : 331 648 014 04117
	Pour les autres sites, les SIRET sont list&eacute;s dans l&#39;annexe 1 du&nbsp;Bilan BEGES &eacute;labor&eacute; en 2015, accessible sur demande &agrave; l&#39;adresse suivante : rse@mediapost.fr

"
331619759,93b8f249-b1cd-11ed-8fce-005056b7acd1,SOCIETE D'ECONOMIE MIXTE DES TRANSPORTS,29/10/2021,2020,"331619759
"
331619759,93a5cb78-b1cd-11ed-8fce-005056b7acd1,SOCIETE D'ECONOMIE MIXTE DES TRANSPORTS,25/08/2020,2016,"33161975900045
"
331405936,9398c29a-b1cd-11ed-8fce-005056b7acd1,SUD EST ASSAINISSEMENT,09/12/2019,2018,
331405936,9381d87e-b1cd-11ed-8fce-005056b7acd1,SUD EST ASSAINISSEMENT,03/02/2017,2014,"Le p&eacute;rim&egrave;tre organisationnel englobe les SIRET&nbsp;suivants : 00179, 00229,00203,00138,00153,00179,00187,00195,00047,00013,00211.
"
331312108,93bb830a-b1cd-11ed-8fce-005056b7acd1,VALEO SYSTEMES THERMIQUES,23/12/2021,2020,
331312108,938a2de4-b1cd-11ed-8fce-005056b7acd1,VALEO SYSTEMES THERMIQUES,20/12/2017,2016,
331310870,9398d123-b1cd-11ed-8fce-005056b7acd1,INDUSTEEL FRANCE,31/12/2019,2018,"
	
		
			
			N&deg; de SIRET associ&eacute;s &agrave; la personne morale
			
			
			Adresse
			
			
			Description sommaire de l&rsquo;activit&eacute;
			
		
		
			
			331&nbsp;310&nbsp;870 00158

			Si&egrave;ge social
			
			
			6 rue Andr&eacute; Campra

			93&nbsp;200 Saint Denis
			
			
			Siege social

			Code NAF&nbsp;: 2410Z - Sid&eacute;rurgie
			
		
		
			
			331&nbsp;310&nbsp;870 00141

			Etablissement de Ch&acirc;teauneuf (42),
			
			
			118 rue des Etaings

			42&nbsp;800 Ch&acirc;teauneuf
			
			
			Code NAF&nbsp;: 2410Z - Sid&eacute;rurgie
			
		
		
			
			331&nbsp;310&nbsp;870 00075

			Etablissement de Saint Chamond (42)
			
			
			2 rue Petin Gaudet

			42&nbsp;400 Saint Chamond
			
			
			Code NAF&nbsp;: 2410Z - Sid&eacute;rurgie
			
		
		
			
			331&nbsp;310&nbsp;870 00042

			Etablissement du Creusot (71) (1)
			
			
			56 rue Clemenceau

			71&nbsp;200 Le Creusot
			
			
			Code NAF&nbsp;: 2410Z - Sid&eacute;rurgie
			
		
	


&nbsp;
"
331310870,937d10fe-b1cd-11ed-8fce-005056b7acd1,INDUSTEEL FRANCE,04/10/2016,2014,
331204396,93a656d6-b1cd-11ed-8fce-005056b7acd1,SODI,18/09/2020,2018,"331 204&nbsp; 396 00211
"
331204396,9382e78c-b1cd-11ed-8fce-005056b7acd1,SODI,29/03/2017,2016,
330715368,93bc938c-b1cd-11ed-8fce-005056b7acd1,INSTITUT FRANCAIS DE RECHERCHE POUR L EXPLOITATION DE LA MER,02/05/2022,2019,
